#{"t_start": 1776916360.9957356, "env_id": "None"}
r,l,t
10.559895,23,35133.670739
-13.605003,23,35158.870591
-0.230002,23,35184.607723
-14.605,23,35209.769926
-12.880006,23,35235.045532
-16.904998,23,35260.409712
37.857934,21,35283.598808
-3.175001,5,35289.920402
-1.425001,5,35296.550022
-8.539999,14,35312.499417
-4.784996,6,35319.760389
-0.540003,4,35325.086598
-100.0,1,35327.397263
-3.175001,5,35333.648062
141.353285,23,35359.193461
-15.205002,23,35384.515097
-16.329997,23,35409.78035
-4.254997,23,35435.153822
-16.330004,23,35461.050099
-12.880006,23,35486.221168
-0.229998,23,35511.540186
-13.455003,23,35536.812963
-12.880002,23,35562.035138
-11.155003,23,35587.350417
-16.330004,23,35612.719967
43.737934,13,35627.405524
-2.050007,5,35633.774764
-12.245002,17,35652.783191
-4.619996,7,35661.310404
-23.412995,23,35686.679946
-9.93,23,35712.049992
-0.229998,23,35737.419619
-16.904997,23,35763.339979
-0.229998,23,35788.690116
-16.904998,23,35814.060611
43.937934,13,35828.86977
11.701256,23,35854.039798
-100.0,1,35856.28999
97.732879,5,35862.524948
-0.130004,13,35877.429354
-100.0,1,35879.679951
-100.0,1,35881.868557
-2.050007,5,35888.12628
-6.479996,18,35908.340633
-0.229998,23,35933.699796
-10.579998,23,35959.03018
-0.230003,23,35984.35171
-12.879999,23,36009.721061
-0.160003,16,36029.192142
